日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称
2025-05-30,000852,中证1000,CSI 1000,000528,柳工,Guangxi Liugong Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000543,皖能电力,An Hui Wenergy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000550,江铃汽车,Jiangling Motors Corp Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000552,甘肃能化,"GANSU ENERGY CHEMICAL CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000555,神州信息,Digital China Information Service Group Company Ltd.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000557,西部创业,"Ningxia Western Venture Industrial Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000567,海德股份,"HAINAN HAIDE CAPITAL MANAGEMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000581,威孚高科,Weifu High-Technology Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000582,北部湾港,"Beibuwan Port Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000589,贵州轮胎,Gui Zhou Tyre Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000597,东北制药,Northeast Pharmaceutical Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000600,建投能源,Hebei Jointo Energy Investment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000603,盛达资源,"Shengda Resources Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000620,新华联,"MACROLINK CULTURALTAINMENT DEVELOPMENT CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000627,天茂集团,Hubei Biocause Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000628,高新发展,Chengdu Hi-tech Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000650,仁和药业,"Renhe Pharmacy Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000657,中钨高新,China Tungsten and Hightech Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000672,上峰水泥,"GANSU SHANGFENG CEMENT CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000676,智度股份,"Genimous Technology CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000680,山推股份,Shantui Construction Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000681,视觉中国,"VISUAL CHINA GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000682,东方电子,"Dongfang Electronics Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000685,中山公用,Zhongshan Public Utilities Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000686,东北证券,Northeast Securities Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000688,国城矿业,"Guocheng Mining CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000690,宝新能源,"Guangdong Baolihua New Energy Stock Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000712,锦龙股份,Guangdong Golden Dragon Development Inc.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000718,苏宁环球,Suning Universal Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000719,中原传媒,Central China Land Media Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000727,冠捷科技,"TPV Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000735,罗牛山,Haikou Agriculture & Industry & Trade (Luoniushan) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000737,北方铜业,"NORTH COPPER (SHANXI) CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000756,新华制药,Shandong Xinhua Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000758,中色股份,China Nonferrous Metal Industry's Foreign Engineering & Construction Corp,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000761,本钢板材,Bengang Steel Plates Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000762,西藏矿业,Tibet Mineral Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000766,通化金马,Tonghua Golden-Horse Pharmaceutical Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000767,晋控电力,"Jinneng Holding Shanxi Electric Power Co., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000791,甘肃能源,"GEPIC Energy Development Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000795,英洛华,"Innuovo Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000801,四川九洲,Sichuan Jiuzhou Electric Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000810,创维数字,"SKYWORTH DIGITAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000811,冰轮环境,"Moon Environment Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000813,德展健康,Xinjiang Tianshan Wool Tex Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000821,京山轻机,Hubei Jingshan Light Industry Machinery Stock Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000828,东莞控股,Dongguan Development (Holdings) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000829,天音控股,"Telling Telecommunication Holding Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000837,秦川机床,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000848,承德露露,He Bei Cheng De Lolo Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000860,顺鑫农业,Beijing Shunxin Agriculture Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000869,张  裕A,Yantai Changyu Pioneer Wine Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000875,吉电股份,Jilin Power Share Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000881,中广核技,"CGN Nuclear Technology Development Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000885,城发环境,"City Development Environment CO.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000899,赣能股份,Jiangxi Ganneng Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000901,航天科技,"Aerospace Hi-Tech Holding Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000902,新洋丰,"Xinyangfeng Agricultural Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000913,钱江摩托,Zhejiang Qianjiang Motorcycle Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000915,华特达因,"SHANDONG WIT DYNE HEALTH CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000917,电广传媒,Hunan TV & Broadcast Intermediary Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000923,河钢资源,"HBIS Resources Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000927,中国铁物,China Railway Materials Company Limited,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000928,中钢国际,"Sinosteel Engineering & Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000930,中粮科技,"COFCO BIOTECHNOLOGY CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000935,四川双马,Sichuan Shuangma Cement Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000950,重药控股,"C.Q.Pharmaceutical Holding Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000951,中国重汽,CNHTC Jinan Truck Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000966,长源电力,Guodian Changyuan Electric Power Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000968,蓝焰控股,Shanxi Blue Flame Holding Company Limited,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000969,安泰科技,Advanced Technology & Materials Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000970,中科三环,Beijing Zhong Ke San Huan High-Tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,000990,诚志股份,Chengzhi Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001213,中铁特货,"China Railway Special Cargo Logistics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001236,弘业期货,"Soho Holly Futures Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001258,立新能源,"Xinjiang Lixin Energy Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001269,欧晶科技,"Inner Mongolia OJing Science & Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001287,中电港,"Shenzhen CECport Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001301,尚太科技,"Shijiazhuang Shangtai Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001308,康冠科技,"Shenzhen KTC Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001309,德明利,"Shenzhen Techwinsemi Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001311,多利科技,"Chuzhou Duoli Automotive Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001322,箭牌家居,"Arrow Home Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001323,慕思股份,"De Rucci Healthy Sleep Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001337,四川黄金,"Sichuan Gold Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001376,百通能源,"Jiangxi Bestoo Energy Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001389,广合科技,Delton Technology (Guangzhou) Inc.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001696,宗申动力,Chongqing Zongshen Power Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,001914,招商积余,"China Merchants Property Operation & Service Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002003,伟星股份,Zhejiang Weixing Industrial Development Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002004,华邦健康,"HUAPONT LIFE SCIENCES CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002006,精工科技,"Zhejiang Jinggong Integration Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002010,传化智联,"Transfar Zhilian Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002011,盾安环境,Zhejiang Dun'an Artificial Environment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002015,协鑫能科,"GCL Energy Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002020,京新药业,Zhejiang Jingxin Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002023,海特高新,Sichuan Haite High-tech Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002034,旺能环境,"WANGNENG ENVIRONMENT CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002036,联创电子,"LianChuang Electronic Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002038,双鹭药业,Beijing SL Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002041,登海种业,Shandong Denghai Seeds Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002043,兔宝宝,Dehua TB New Decoration Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002048,宁波华翔,Ningbo Huaxiang Electronic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002051,中工国际,China CAMC Engineering Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002053,云南能投,"Yunnan Energy Investment CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002060,广东建工,"Guangdong Construction Engineering Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002061,浙江交科,"Zhejiang Communications Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002063,远光软件,YGSOFT Inc.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002068,黑猫股份,Jiangxi Black Cat Carbon Black Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002075,沙钢股份,Jiangsu Shagang Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002077,大港股份,Jiangsu Dagang Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002079,苏州固锝,Suzhou Good-Ark Electronics Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002081,金螳螂,Suzhou Gold Mantis Construction Decoration Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002088,鲁阳节能,"LUYANG ENERGY-SAVING MATERIALS CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002091,江苏国泰,"Jiangsu Guotai International Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002096,易普力,"EXPLOSIVE CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002097,山河智能,Sunward  Intelligent Equipment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002099,海翔药业,Zhejiang Hisoar Pharmaceutical Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002100,天康生物,"Xinjiang Tecon Animal Husbandry Bio-Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002101,广东鸿图,Guangdong Hongtu Technology (Holdings) Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002108,沧州明珠,Cangzhou Mingzhu Plastic Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002123,梦网科技,"MONTNETS CLOUD TECHNOLOGY GROUP CO.,LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002125,湘潭电化,Xiangtan Electrochemical Scientific Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002126,银轮股份,Zhejiang Yinlun Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002127,南极电商,"NanJi E-Commerce Co., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002130,沃尔核材,Shenzhen Woer Heat-Shrinkable Material Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002139,拓邦股份,Shenzhen Topband Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002145,中核钛白,CNNC Hua Yuan Titanium Dioxide Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002151,北斗星通,Beijing Bdstar Navigation Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002154,报喜鸟,Zhejiang Baoxiniao Garment Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002158,汉钟精机,Shanghai Hanbell Precise Machinery Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002163,海南发展,"Hainan Development Holdings Nanhai Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002171,楚江新材,"Anhui Truchum Advanced Materials and Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002174,游族网络,"YOUZU Interactive CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002176,江特电机,Jiangxi Special Electric Motor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002182,宝武镁业,"BAOWU MAGNESIUM TECHNOLOGY CO., LTD",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002183,怡亚通,Eternal Asia Supply Chain Management Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002190,成飞集成,Sichuan Chengfei Integration Technology Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002191,劲嘉股份,"SHENZHEN JINJIA GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002192,融捷股份,"YOUNGY Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002194,武汉凡谷,"Wuhan Fingu Electronic Technology Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002204,大连重工,Dalian Huarui Heavy Industry Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002212,天融信,Topsec Technologies Group Inc.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002215,诺普信,Shenzhen Noposion Agrochemicals Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002216,三全食品,"Sanquan Food Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002219,新里程,"New Journey Health Technology Group Co.,Ltd",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002221,东华能源,Oriental Energy Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002222,福晶科技,Castech Inc.,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002226,江南化工,Anhui Jiangnan Chemical Industry Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002233,塔牌集团,Guangdong Tapai Group Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002237,恒邦股份,Shandong Humon Smelting Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002239,奥特佳,"Aotecar New Energy Technology Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002242,九阳股份,Joyoung Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002243,力合科创,"SHENZHEN LEAGUER CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002245,蔚蓝锂芯,Jiangsu Azure Corporation,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002249,大洋电机,Zhongshan Broad-ocean Motor Co Ltd,深圳证券交易所,Shenzhen Stock Exchange
2025-05-30,000852,中证1000,CSI 1000,002254,泰和新材,"TAYHO ADVANCED MATERIALS GROUP CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange
